test_lot,lot_number,current_wafer,next_wafer,actual_target,prediction,predicted_risk,pre_alarm_eligible,next_first_spc_alarm,feature,feature_clean,feature_value,shap_value,abs_shap
2,2,7,8,1,1,0.9682318568229675,0,0,current_cv_si_etch,cv_si_etch,0.0796813495687002,0.05404229834675789,0.05404229834675789
2,2,7,8,1,1,0.9682318568229675,0,0,conditioning_count,conditioning_count,1.0,0.0,0.0
2,2,7,8,1,1,0.9682318568229675,0,0,current_Heater2Temp_mean,Heater2Temp_mean,54.010101417045725,0.08474809676408768,0.08474809676408768
2,2,7,8,1,1,0.9682318568229675,0,0,current_PlatenRFReflectedPower_std,PlatenRFReflectedPower_std,7.5906654596495295,0.9035146832466125,0.9035146832466125
2,2,7,8,1,1,0.9682318568229675,0,0,current_SourceRFReflectedPower_mean,SourceRFReflectedPower_mean,139.96885477410746,0.16861191391944885,0.16861191391944885
2,2,7,8,1,1,0.9682318568229675,0,0,current_HeliumBPPressure_min,HeliumBPPressure_min,0.0085451826453208,0.20453478395938873,0.20453478395938873
2,2,7,8,1,1,0.9682318568229675,0,0,current_Gas7Flow_min,Gas7Flow_min,1.919999957084656,0.0561896488070488,0.0561896488070488
2,2,7,8,1,1,0.9682318568229675,0,0,current_Gas7Flow_mean,Gas7Flow_mean,2.065811469219338,0.040888965129852295,0.040888965129852295
2,2,7,8,1,1,0.9682318568229675,0,0,current_HeliumBPFlow_mean,HeliumBPFlow_mean,1.367008540179313,0.340101957321167,0.340101957321167
2,2,7,8,1,1,0.9682318568229675,0,0,current_PlatenRFTuningCapacitor_std,PlatenRFTuningCapacitor_std,3.881831678228012,0.1926492303609848,0.1926492303609848
2,2,7,8,1,1,0.9682318568229675,0,0,current_PlatenRFLoadCapacitor_min,PlatenRFLoadCapacitor_min,6.61336088180542,0.0,0.0
2,2,7,8,1,1,0.9682318568229675,0,0,current_HeliumBPFlow_max,HeliumBPFlow_max,9.444868087768556,0.023321816697716713,0.023321816697716713
2,2,7,8,1,1,0.9682318568229675,0,0,conditioning_surface_Chuck,conditioning_surface_Chuck,1.0,0.0,0.0
2,2,7,8,1,1,0.9682318568229675,0,0,conditioning_surface_Si,conditioning_surface_Si,0.0,-0.07178181409835815,0.07178181409835815
2,2,7,8,1,1,0.9682318568229675,0,0,conditioning_surface_SiO2,conditioning_surface_SiO2,0.0,0.25454360246658325,0.25454360246658325
2,2,8,9,1,1,0.9287612438201904,0,0,current_wafer,wafer,8.0,0.7368229627609253,0.7368229627609253
2,2,8,9,1,1,0.9287612438201904,0,0,current_mean_si_etch,mean_si_etch,42.96067191011236,0.32385608553886414,0.32385608553886414
2,2,8,9,1,1,0.9287612438201904,0,0,current_std_si_etch,std_si_etch,3.4267495520532942,0.24815228581428528,0.24815228581428528
2,2,8,9,1,1,0.9287612438201904,0,0,current_cv_si_etch,cv_si_etch,0.0797648034747492,0.05404229834675789,0.05404229834675789
2,2,8,9,1,1,0.9287612438201904,0,0,conditioning_count,conditioning_count,1.0,0.0,0.0
2,2,8,9,1,1,0.9287612438201904,0,0,current_Heater2Temp_mean,Heater2Temp_mean,54.00027270286724,0.19126853346824646,0.19126853346824646
2,2,8,9,1,1,0.9287612438201904,0,0,current_PlatenRFReflectedPower_std,PlatenRFReflectedPower_std,7.839111873866921,-0.0433652363717556,0.0433652363717556
2,2,8,9,1,1,0.9287612438201904,0,0,current_SourceRFReflectedPower_mean,SourceRFReflectedPower_mean,142.33116050230106,0.16512510180473328,0.16512510180473328
2,2,8,9,1,1,0.9287612438201904,0,0,current_HeliumBPPressure_min,HeliumBPPressure_min,0.0061037018895149,0.20677287876605988,0.20677287876605988
2,2,8,9,1,1,0.9287612438201904,0,0,current_Gas7Flow_min,Gas7Flow_min,1.909999966621399,0.0561896488070488,0.0561896488070488
